ID,Maker,Genmodel,Genmodel_ID,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,issue_id,Adv_day,breakdown_date,repair_complexity,repair_cost,repair_hours,repair_date,value
44168,Ford,Focus,29_14,2018,7,Red,2008,Hatchback,130000,1.6L,Manual,Petrol,1889,5,5,Starter Motor Issue,0,13,2018-07-13,1,-78.89,3,2018-07-13,1792.641024
50361,Ford,Focus,29_14,2018,4,Gelb,2011,Hatchback,103000,1.6L,Manual,still_Diesel_but_you_found_an_easteregg,2675,5,5,Excessive Emissions,0,25,2018-04-25,1,22.4075,1,2018-04-25,2544.607183
10115,Ford,Mondeo,29_27,2018,5,Silver,2010,Hatchback,95000,2.0L,Manual,Diesel,4650,5,5,Windscreen Crack,0,22,2018-05-22,1,22.79,1,2018-05-22,4419.59392
39456,Ford,Fiesta,29_13,2021,4,Silver,2019,Hatchback,11703,1.0L,Manual,Petrol,13670,5,5,Tyre Alignment,0,10,2021-04-10,1,11.367,0.5,2021-04-10,12991.81087
41079,Honda,Civic,34_2,2018,3,Bronze,2011,Hatchback,76501,1.8L,Manual,Petrol,5495,5,5,Electrical Issue,3,4,2018-03-04,1,47.475,1,2018-03-04,5232.484367
31384,Ford,Focus,29_14,2018,6,Green,2007,Estate,80681,1.6L,Automatic,Petrol,899,5,5,Windscreen Crack,0,21,2018-06-21,1,20.5394,1,2018-06-21,854.5315422
30010,Honda,Jazz,34_11,2018,5,Grey,2017,Hatchback,8058,1.3L,Manual,Petrol,12749,5,5,Tyre Alignment,0,9,2018-05-09,1,11.2749,0.5,2018-05-09,12116.4527
24180,Ford,Mustang,29_28,2018,5,Yellow,2018,Coupe,151,5.0L,Manual,Petrol,39690,20,0,Radiator Leaking,0,12,2018-05-12,1,833.8,2,2018-05-12,37699.14774
29077,Citroen,C4 Cactus,18_13,2018,2,Red,2018,Hatchback,10,1.2L,Manual,Petrol,10674,5,5,Alternator Failing,0,25,2018-02-25,2,293.48,4,2018-02-26,10136.92546
39380,Ford,Mondeo,29_27,2018,8,Brown,2012,Hatchback,67265,1.6L,Manual,Diesel,6495,5,5,Gear Box Issue,0,4,2018-08-04,1,104.95,2,2018-08-04,6169.994683
22942,Ford,Focus,29_14,2018,7,Grey,2003,Hatchback,101558,2.0L,Manual,Petrol,895,5,3,Warning Light,0,21,2018-07-21,1,188.95,9,2018-07-23,846.2971764
51163,Ford,C-Max,29_2,2018,8,Red,2014,MPV,18800,1.6L,Manual,Diesel,8695,5,5,Engine Issue,3,16,2018-08-16,1,-1109.5,12,2018-08-19,8256.778196
1498,Dacia,Sandero Stepway,22_4,2018,7,Red,2014,Hatchback,46862,1.5L,Manual,Diesel,6495,5,5,Transmission Issue,1,7,2018-07-07,1,-99.485,4,2018-07-08,6155.447991
45161,Honda,HR-V,34_8,2018,5,Grey,2015,SUV,28007,1.6L,Manual,Diesel,13998,5,5,Tyre Alignment,0,2,2018-05-02,1,11.3998,0.5,2018-05-02,13293.61979
22374,Ford,Focus,29_14,2018,7,White,2017,Hatchback,30529,1.5L,Manual,Diesel,12000,5,5,Sensor Malfunction,0,22,2018-07-22,1,660,3,2018-07-22,11404.52448
35259,Ford,Kuga,29_25,2018,8,Black,2015,SUV,21000,2.0L,Manual,Diesel,11799,5,5,Radiator Leaking,0,13,2018-08-13,1,275.98,2,2018-08-13,11213.61249
27602,Ferrari,California,27_13,2018,2,Red,2015,Convertible,7500,3.9L,Automatic,Petrol,132900,4,2,Starter Motor Issue,0,12,2018-02-12,3,1509,9,2018-02-14,126256.1744
14704,Ford,Ka,29_23,2018,4,Red,2010,Hatchback,46000,1.2L,Manual,Petrol,3695,4,3,Steering Wheel Shaking,0,25,2018-04-25,1,23.695,1,2018-04-25,3510.241566
52547,Chrysler,300C,17_1,2018,4,Black,2008,Saloon,92000,3.0L,Automatic,Diesel,4995,5,4,Tyre Alignment,0,11,2018-04-11,3,30.4995,1.5,2018-04-11,4738.664283
10313,Ford,Ka,29_23,2018,6,Silver,2014,Hatchback,23500,1.2L,Manual,Petrol,4900,4,3,Brake Pads Worn,0,17,2018-06-17,1,42.45,2,2018-06-17,4652.069495
45409,Honda,Jazz,34_11,2018,7,White,2016,Hatchback,11445,1.3L,Automatic,Petrol,11794,5,5,Warning Light,0,21,2018-07-21,1,297.94,9,2018-07-23,11207.39183
32039,Ferrari,FF,27_19,2017,12,Black,2012,Coupe,31200,6.3L,Automatic,Petrol,129850,4,3,Alternator Failing,0,23,2017-12-23,3,2717,6,2017-12-24,123353.6784
509,Ford,Ka,29_23,2018,7,Silver,2003,Hatchback,60000,1.3L,Manual,Petrol,550,4,3,Tyre Alignment,0,3,2018-07-03,1,10.055,0.5,2018-07-03,523.1365839
12835,Citroen,DS4,21_3,2018,5,Black,2012,Hatchback,75906,1.6L,Manual,Petrol,5995,5,5,Windscreen Crack,0,14,2018-05-14,2,-43.597,2,2018-05-14,5691.404664
16113,Citroen,Xsara Picasso,18_30,2018,5,Beige,2007,MPV,63000,1.6L,Manual,Diesel,1480,5,5,Engine Issue,4,5,2018-05-05,2,474,20,2018-05-10,1403.032785
9643,Daewoo,Nubira,23_4,2018,4,Blue,2003,Saloon,41000,1.8L,Automatic,Petrol,1300,5,4,Brake Pads Worn,0,2,2018-04-02,1,40.65,2,2018-04-02,1243.389827
42160,Ford,Fiesta,29_13,2018,4,White,2013,Hatchback,43260,1.25L,Manual,Petrol,6500,5,5,Flat Tyres,0,23,2018-04-23,1,21.95,1,2018-04-23,6175.884668
29536,Ford,Fiesta,29_13,2018,9,Black,2006,Hatchback,65453,1.25L,Manual,Petrol,1475,5,5,Warning Light,0,6,2018-09-06,1,194.75,9,2018-09-08,1406.073562
38083,Ford,B-Max,29_1,2018,5,Gelb,2014,MPV,25714,1.4L,Manual,Petrol,7495,5,5,Excessive Emissions,0,16,2018-05-16,1,26.7455,1,2018-05-16,7121.470088
46931,Ford,Ranger,29_30,2018,5,Silver,2011,Pickup,143327,2.5L,Manual,Diesel,6200,5,4,Tyre Alignment,0,28,2018-05-28,1,10.62,0.5,2018-05-28,5891.58943
20485,Honda,Civic,34_2,2018,4,Silver,2011,Hatchback,12400,1.4L,Automatic,Petrol,4495,5,5,Brake Pads Worn,0,24,2018-04-24,1,42.2475,2,2018-04-24,4269.175584
47284,Ford,EcoSport,29_4,2017,12,Silver,2017,SUV,1454,1.0L,Manual,Petrol,11000,5,5,Electrical Issue,3,4,2017-12-04,1,75,1,2017-12-04,10453.23891
28987,Ford,B-Max,29_1,2018,3,Gelb,2013,MPV,38685,1.0L,Manual,Petrol,7298,5,5,Transmission Issue,1,3,2018-03-03,1,101.894,4,2018-03-04,6932.739725
20650,Ford,S-Max,29_31,2018,3,Silver,2009,MPV,56970,2.0L,Automatic,Diesel,5995,7,5,Starter Motor Issue,0,7,2018-03-07,1,119.95,3,2018-03-07,5692.665957
3666,Ford,Ranger,29_30,2018,6,Blue,2017,Pickup,9121,2.2L,Manual,Diesel,24954,5,4,Flat Tyres,0,26,2018-06-26,1,27.4862,1,2018-06-26,23707.36765
128,Fiat,500L,28_4,2018,5,Grey,2013,MPV,18595,1.4L,Manual,Petrol,6989,5,5,Brake Pads Worn,0,8,2018-05-08,1,43.4945,2,2018-05-08,6636.004358
25169,Honda,CR-V,34_3,2018,4,Silver,2016,SUV,12549,1.6L,Manual,Diesel,17995,5,5,Windscreen Crack,0,19,2018-04-19,1,95.07688047,1,2018-04-19,17087.91849
5960,Bentley,Continental,10_5,2017,11,Gelb,2009,Coupe,50000,6.0L,Automatic,Petrol,35850,4,2,Engine Issue,2,7,2017-11-07,3,6337.5,48,2017-11-19,34057.95083
23756,Ford,Fiesta,29_13,2021,3,Yellow,2019,Hatchback,12065,1.0L,Manual,Petrol,13551,5,5,Warning Light,0,12,2021-03-12,1,315.51,9,2021-03-14,12887.06331
1782,Honda,Civic,34_2,2018,5,Black,2005,Hatchback,71839,2.0L,Manual,Petrol,920,5,5,Transmission Issue,2,11,2018-05-11,1,66.44,3,2018-05-11,878.0484423
50294,Citroen,C3 Picasso,18_10,2018,4,Purple,2015,MPV,18612,1.6L,Manual,Diesel,7990,5,5,Flat Tyres,0,13,2018-04-13,2,165.98222,165.3375027,2018-04-24,7579.960752
33941,Honda,CR-V,34_3,2017,11,Red,2016,SUV,34421,1.6L,Manual,Diesel,16900,5,5,Alternator Failing,0,8,2017-11-08,1,378,2,2017-11-08,16057.25475
1221,Ferrari,Gtc4lusso,27_20,2018,4,Red,2017,Wood,6200,999.0L,Hybrid,Hydrogen,259995,10,0,Electrical Issue,4,5,2018-04-05,3,899.985,6,2018-04-06,246998.4661
45967,Ford,B-Max,29_1,2018,8,Silver,2017,MPV,7700,1.6L,Automatic,Petrol,10324,5,5,Excessive Emissions,0,14,2018-08-14,1,29.2916,1,2018-08-14,9814.605747
14200,Ford,Edge,29_5,2018,4,Bronze,2017,SUV,5374,2.0L,Manual,still_Diesel_but_you_found_an_easteregg,24990,5,5,Starter Motor Issue,0,19,2018-04-19,1,309.9,3,2018-04-19,23733.90948
53328,DS,3,21_1,2017,11,Purple,2017,Hatchback,10,1.6L,Manual,Diesel,16990,5,3,Starter Motor Issue,0,3,2017-11-03,2,289.9,6,2017-11-04,16142.95322
37106,Honda,Civic,34_2,2018,8,Silver,2001,Hatchback,125000,1.6L,Automatic,Petrol,990,5,5,Tyre Alignment,0,27,2018-08-27,1,10.099,0.5,2018-08-27,947.6249263
42758,Honda,CR-V,34_3,2018,5,Grey,2011,SUV,103000,2.2L,Manual,Diesel,6995,5,5,Radiator Leaking,0,11,2018-05-11,1,179.9,2,2018-05-11,6638.249264
4861,Fiat,Tipo,28_28,2021,5,Grey,2019,Hatchback,5600,1.4L,Manual,Petrol,9850,5,5,Sensor Malfunction,0,22,2021-05-22,1,552.5,3,2021-05-22,9349.184242
46546,Ford,Grand C-Max,29_20,2018,5,Blue,2013,MPV,25970,2.0L,Automatic,Diesel,10000,7,5,Windscreen Crack,0,11,2018-05-11,1,26,1,2018-05-11,9494.305823
9502,Honda,Civic,34_2,2018,3,Red,2005,Hatchback,97000,2.0L,Manual,Petrol,3490,4,3,Electrical Issue,3,19,2018-03-19,1,37.45,1,2018-03-19,3319.936926
21979,Fiat,500,28_2,2018,7,Red,2016,Hatchback,15044,1.2L,Manual,Petrol,6995,4,3,Tyre Alignment,0,7,2018-07-07,1,10.6995,0.5,2018-07-07,6647.825645
11849,Fiat,500,28_2,2021,5,Green,2019,Hatchback,13054,1.2L,Manual,Petrol,8999,4,3,Transmission Issue,2,4,2021-05-04,1,122.993,3,2021-05-04,8548.58065
18126,Ford,Fiesta,29_13,2018,8,Brown,2017,Hatchback,9451,1.25L,Manual,Petrol,9771,5,3,Electrical Issue,4,21,2018-08-21,1,69.313,2,2018-08-21,9289.820695
26569,Honda,CR-V,34_3,2018,8,Black,2013,SUV,57000,2.2L,Manual,Diesel,14490,5,5,Transmission Issue,1,15,2018-08-15,1,123.47,4,2018-08-16,13763.42334
18248,Fiat,124 Spider,28_1,2018,4,Grey,2017,Convertible,250,1.4L,Manual,Petrol,21000,2,2,Electrical Issue,2,12,2018-04-12,1,52,0.5,2018-04-12,19946.71974
6106,Ferrari,F430,27_18,2018,3,Gelb,2006,Convertible,22495,4.3L,Manual,Petrol,129995,2,2,Excessive Emissions,0,11,2018-03-11,3,176.9955,3,2018-03-11,123494.1952
14329,Ford,B-Max,29_1,2018,1,Gelb,2013,MPV,23500,1.6L,Automatic,Petrol,6995,5,5,Starter Motor Issue,0,21,2018-01-21,1,129.95,3,2018-01-21,6647.043029
48588,Ferrari,FF,27_19,2018,4,Gelb,2012,Coupe,20370,6.3L,Automatic,Petrol,142950,4,3,Electrical Issue,3,7,2018-04-07,3,774.75,3,2018-04-07,135808.0592
14449,Citroen,C3 Picasso,18_10,2018,4,Blue,2011,MPV,64000,1.6L,Manual,Diesel,4295,5,5,Tyre Alignment,0,4,2018-04-04,2,20.4295,1,2018-04-04,4078.604208
50893,Ford,Kuga,29_25,2018,7,Red,2015,SUV,10829,1.5L,Manual,Petrol,13000,5,5,Warning Light,0,8,2018-07-08,1,1449.167952,988.7786602,2018-07-15,12348.73927
8408,Abarth,595,2_4,2018,6,Grey,2016,Hatchback,2000,1.4L,Manual,Petrol,10989,4,3,Transmission Issue,1,13,2018-06-13,2,192.967,8,2018-06-15,10435.5772
42785,Ford,Fiesta,29_13,2018,7,Blue,2007,Hatchback,126000,1.4L,Manual,Petrol,1795,5,3,Steering Wheel Shaking,0,12,2018-07-12,1,94.34700961,66.7106659,2018-07-28,1710.272461
48930,Ford,Ka,29_23,2018,5,Silver,2009,Hatchback,24000,1.2L,Manual,Petrol,3795,4,3,Electrical Issue,2,1,2018-05-01,1,17.59,0.5,2018-05-01,3609.355409
1786,Ford,Kuga,29_25,2018,8,White,2014,SUV,29432,2.0L,Manual,Diesel,13700,5,5,Tyre Alignment,0,23,2018-08-23,1,11.37,0.5,2018-08-23,13007.35964
4819,Citroen,C4,18_12,2018,4,Silver,2015,Hatchback,24599,1.6L,Manual,Diesel,7795,5,5,Radiator Leaking,0,8,2018-04-08,2,235.9,4,2018-04-09,7409.854522
39222,Ford,Fiesta,29_13,2021,5,Silver,2019,Hatchback,26778,1.0L,Manual,Petrol,11977,5,5,Starter Motor Issue,0,27,2021-05-27,1,179.77,3,2021-05-27,11377.33349
38535,Ford,Fiesta,29_13,2018,8,Black,2017,Hatchback,19396,1.0L,Manual,Petrol,11299,5,5,Radiator Leaking,0,19,2018-08-19,1,265.98,2,2018-08-19,10732.59583
8615,Ford,Focus,29_14,2018,7,Black,2006,Hatchback,112000,1.6L,Manual,Diesel,1495,5,5,Radiator Leaking,0,2,2018-07-02,1,69.9,2,2018-07-02,1426.420664
13916,Fiat,124 Spider,28_1,2017,10,Black,2017,Convertible,2000,1.4L,Manual,Petrol,17995,2,2,Windscreen Crack,0,9,2017-10-09,1,30.797,1,2017-10-09,17091.31512
45798,Ford,Fiesta,29_13,2018,8,Yellow,2016,Hatchback,13000,1.0L,Manual,Petrol,8500,5,5,Radiator Leaking,0,3,2018-08-03,1,210,2,2018-08-03,8079.022075
25054,Chevrolet,Matiz,16_12,2018,3,Silver,2006,Hatchback,52876,1.0L,Manual,Petrol,748,5,5,Windscreen Crack,0,8,2018-03-08,1,94.06734871,61.46720699,2018-03-23,702.915652
8900,Citroen,DS3,21_1,2018,3,Grey,2010,Hatchback,56000,1.6L,Manual,Petrol,4995,5,3,Warning Light,0,7,2018-03-07,2,409.95,18,2018-03-11,4751.018412
49491,Ford,Focus,29_14,2018,3,Gelb,2016,Hatchback,32764,1.5L,Manual,Diesel,10285,5,5,Excessive Emissions,0,8,2018-03-08,1,29.2565,1,2018-03-08,9770.978302
48395,Ford,Ka+,29_24,2018,7,Red,2018,Hatchback,2478,1.2L,Manual,Petrol,10490,5,5,Brake Pads Worn,0,16,2018-07-16,1,45.245,2,2018-07-16,9967.674896
27695,Ford,Fiesta,29_13,2018,5,Purple,2007,Hatchback,94000,1.4L,Manual,Petrol,1099,5,3,Tyre Alignment,0,21,2018-05-21,1,10.1099,0.5,2018-05-21,1048.866479
19264,Citroen,C3 Aircross,18_9,2018,7,Orange,2018,SUV,998,1.6L,Manual,still_Diesel_but_you_found_an_easteregg,19995,5,5,Transmission Issue,1,6,2018-07-06,2,219.985,8,2018-07-08,18992.24547
15621,Abarth,595,2_4,2021,5,Grey,2019,Hatchback,18000,1.4L,Manual,Petrol,14995,4,3,Gear Box Issue,0,17,2021-05-17,2,229.95,4,2021-05-18,14236.41797
44386,Fiat,500C,28_3,2018,8,Pink,2015,Convertible,43926,1.2L,Manual,Petrol,7667,4,2,Steering Wheel Shaking,0,13,2018-08-13,1,-27.667,1,2018-08-13,7287.053721
2113,Citroen,C3 Aircross,18_9,2021,3,White,2019,SUV,16162,1.2L,Manual,Petrol,10700,5,5,Sensor Malfunction,0,10,2021-03-10,2,655,6,2021-03-11,10166.02632
5891,Ford,Ka,29_23,2018,3,Gelb,2007,Hatchback,95000,1.3L,Manual,Petrol,995,5,3,Radiator Leaking,0,6,2018-03-06,1,59.9,2,2018-03-06,945.4762837
42712,Ford,Fiesta,29_13,2018,8,Purple,2006,Hatchback,100000,1.6L,Manual,Petrol,1285,5,5,Radiator Leaking,0,2,2018-08-02,1,65.7,2,2018-08-02,1218.109227
38302,Ford,Kuga,29_25,2018,5,White,2014,SUV,38769,2.0L,Automatic,Diesel,11900,5,5,Radiator Leaking,0,12,2018-05-12,1,278,2,2018-05-12,11298.21834
25652,Ford,Mondeo,29_27,2018,8,Grey,2006,Hatchback,128000,2.2L,Manual,Diesel,1550,5,5,Sensor Malfunction,0,27,2018-08-27,1,137.5,3,2018-08-27,1481.638088
49617,Fiat,500C,28_3,2018,5,Gelb,2010,Convertible,33059,1.2L,Manual,Petrol,4987,4,2,Sensor Malfunction,0,12,2018-05-12,1,309.35,3,2018-05-12,4733.920157
23735,DS,4,21_3,2018,4,Grey,2018,Hatchback,10,2.0L,Automatic,Diesel,17995,5,5,Gear Box Issue,0,18,2018-04-18,2,259.95,4,2018-04-19,17086.87101
4157,Ford,EcoSport,29_4,2018,5,Blue,2015,SUV,19162,1.0L,Manual,Petrol,8995,5,5,Engine Issue,1,2,2018-05-02,1,1959,8,2018-05-04,8556.027497
17811,Dodge,Nitro,26_6,2018,8,Red,2008,SUV,73000,2.8L,Automatic,Diesel,4750,5,5,Transmission Issue,2,6,2018-08-06,4,273.25,12,2018-08-09,4512.396971
2690,Ford,B-Max,29_1,2018,8,Grey,2016,MPV,40654,1.6L,Automatic,Petrol,8895,5,5,Warning Light,0,22,2018-08-22,1,268.95,9,2018-08-24,8460.5447
13456,Ford,Focus,29_14,2021,2,White,2019,Hatchback,12175,1.0L,Manual,Petrol,14500,5,5,Flat Tyres,0,18,2021-02-18,1,24.35,1,2021-02-18,13770.55
30763,Ford,Ka,29_23,2018,2,Blue,2009,Hatchback,51871,1.2L,Manual,Petrol,3695,4,3,Starter Motor Issue,0,27,2018-02-27,1,96.95,3,2018-02-27,3517.900541
418,Fiat,500,28_2,2021,6,Grey,2019,Hatchback,7800,1.2L,Manual,Petrol,8725,4,3,Flat Tyres,0,2,2021-06-02,1,22.6175,1,2021-06-02,8284.988035
23174,Fiat,500,28_2,2018,8,White,2013,Hatchback,52321,1.2L,Manual,Petrol,4790,4,3,Flat Tyres,0,16,2018-08-16,1,21.437,1,2018-08-16,4551.481182
2903,Citroen,C3,18_8,2021,6,Grey,2019,Hatchback,6862,1.2L,Manual,Petrol,10496,5,5,Sensor Malfunction,0,1,2021-06-01,2,644.8,6,2021-06-02,9972.80785
23579,Fiat,500L,28_4,2017,12,Blue,2014,MPV,11196,1.4L,Manual,Petrol,7995,5,5,Flat Tyres,0,20,2017-12-20,1,22.3985,1,2017-12-20,7598.191662
49155,Citroen,C4,18_12,2018,8,Silver,2006,Coupe,71500,1.6L,Manual,Diesel,795,5,3,Alternator Failing,0,26,2018-08-26,2,95.9,4,2018-08-27,757.1467012
17466,Ford,Mondeo,29_27,2018,8,Blue,2009,Hatchback,133972,2.5L,Manual,Petrol,1990,5,5,Windscreen Crack,0,5,2018-08-05,1,-21.194,1,2018-08-05,1890.682679
17016,Honda,Jazz,34_11,2018,8,Yellow,2016,Hatchback,19747,1.3L,Manual,Petrol,10995,5,5,Flat Tyres,0,23,2018-08-23,1,23.2985,1,2018-08-23,10446.64843
52251,Fiat,500,28_2,2018,6,Black,2009,Hatchback,84000,1.2L,Manual,Petrol,2795,4,3,Excessive Emissions,0,2,2018-06-02,1,22.5155,1,2018-06-02,2655.501184
47934,Ford,Focus C-Max,29_15,2018,8,Blue,2005,MPV,79000,1.8L,Manual,Petrol,1495,5,5,Electrical Issue,1,14,2018-08-14,1,130.0099353,135.5850396,2018-08-17,1413.824066
17622,Ford,Fiesta,29_13,2018,6,Red,2009,Hatchback,90000,1.25L,Manual,Petrol,3497,5,3,Excessive Emissions,0,14,2018-06-14,1,23.1473,1,2018-06-14,3315.71515
41118,Ford,Ka+,29_24,2021,5,Silver,2019,Hatchback,7623,1.2L,Manual,Petrol,9195,5,5,Engine Issue,2,13,2021-05-13,1,1699.25,16,2021-05-17,8735.939373
25204,Ford,Edge,29_5,2018,3,Black,2016,SUV,14236,2.0L,Automatic,Diesel,24630,5,5,Engine Issue,4,6,2018-03-06,1,1431.5,10,2018-03-08,23407.07454
43020,Fiat,500,28_2,2021,5,White,2019,Hatchback,18695,1.2L,Manual,Petrol,8450,4,3,Starter Motor Issue,0,1,2021-05-01,1,144.5,3,2021-05-01,8021.791376
39181,Citroen,C1,18_6,2021,6,Black,2019,Hatchback,7000,1.0L,Automatic,Petrol,9275,4,5,Electrical Issue,3,2,2021-06-02,2,86.375,2,2021-06-02,8806.422016
49405,Ford,Kuga,29_25,2018,3,Black,2014,SUV,55122,2.0L,Automatic,still_Diesel_but_you_found_an_easteregg,11588,5,5,Windscreen Crack,0,6,2018-03-06,1,26.9528,1,2018-03-06,11007.63238
20675,Citroen,Grand C4 Picasso,18_24,2018,1,Black,2017,MPV,16000,1.2L,Automatic,Petrol,15990,7,5,Engine Issue,4,2,2018-01-02,2,4132.041499,20,2018-01-07,15185.49807
17756,Ford,Fiesta,29_13,2018,3,Silver,2007,Hatchback,111000,1.4L,Manual,still_Diesel_but_you_found_an_easteregg,1295,5,5,Excessive Emissions,0,13,2018-03-13,1,21.1655,1,2018-03-13,1228.403017
24616,Ford,Focus,29_14,2018,5,Gelb,2005,Saloon,121000,1.6L,Manual,Petrol,795,5,4,Windscreen Crack,0,15,2018-05-15,1,20.477,1,2018-05-15,746.4946177
30663,Ford,Focus,29_14,2018,4,Gelb,2009,Hatchback,80740,1.8L,Manual,Diesel,4312,5,5,Gear Box Issue,0,8,2018-04-08,1,83.12,2,2018-04-08,4094.743872
41233,Ford,Fiesta,29_13,2018,4,Red,2012,Hatchback,29225,1.4L,Manual,Petrol,5995,5,5,Starter Motor Issue,0,8,2018-04-08,1,119.95,3,2018-04-08,5690.393499
15440,Citroen,Grand C4 Picasso,18_24,2018,8,Red,2014,MPV,17950,1.6L,Manual,Diesel,11990,7,5,Tyre Alignment,0,26,2018-08-26,2,21.199,1,2018-08-26,11383.08832
33348,Bentley,Continental,10_5,2018,1,Silver,2004,Coupe,71240,6.0L,Automatic,Petrol,23990,4,2,Brake Pads Worn,0,3,2018-01-03,3,131.995,6,2018-01-04,22789.24565
14654,Citroen,DS4,21_3,2018,5,White,2012,Hatchback,55000,2.0L,Manual,Diesel,6895,5,5,Gear Box Issue,0,7,2018-05-07,2,148.95,4,2018-05-08,6551.11541
49711,Ford,Fiesta,29_13,2018,7,Silver,2018,Hatchback,6869,1.0L,Manual,Petrol,16000,5,5,Brake Pads Worn,0,27,2018-07-27,1,48,2,2018-07-27,15193.90934
11889,Honda,CR-V,34_3,2017,11,Black,2012,SUV,50000,2.2L,Manual,Diesel,9995,5,5,Sensor Malfunction,0,24,2017-11-24,1,559.75,3,2017-11-24,9492.799595
8331,Dacia,Duster,22_1,2018,6,Grey,2013,SUV,57176,1.5L,Manual,Diesel,6350,5,5,Transmission Issue,3,8,2018-06-08,1,217.15,8,2018-06-10,6023.377536
42255,Ford,Grand C-Max,29_20,2018,2,Red,2011,MPV,99000,1.6L,Manual,Diesel,5995,7,5,Windscreen Crack,0,18,2018-02-18,1,23.597,1,2018-02-18,5691.749495
17415,Ford,Mondeo,29_27,2018,4,Silver,2010,Hatchback,160000,2.5L,Manual,Petrol,2400,5,5,Engine Issue,4,22,2018-04-22,1,1637.257561,10,2018-04-24,2278.15747
23132,Citroen,C3,18_8,2018,9,Silver,2014,Hatchback,11660,1.4L,Manual,still_Diesel_but_you_found_an_easteregg,6995,5,5,Flat Tyres,0,18,2018-09-18,2,-42.0985,2,2018-09-18,6650.138163
23658,Ford,Fiesta,29_13,2018,5,Purple,2008,Hatchback,60700,1.25L,Manual,Petrol,2495,5,3,Sensor Malfunction,0,16,2018-05-16,1,184.75,3,2018-05-16,2377.145021
34746,Ford,S-Max,29_31,2018,4,White,2015,MPV,37278,2.0L,Manual,Diesel,14000,7,5,Alternator Failing,0,20,2018-04-20,1,320,2,2018-04-20,13296.94841
28541,Ford,Focus,29_14,2017,6,White,2008,Hatchback,72800,2.5L,Manual,Petrol,5995,5,3,Transmission Issue,1,12,2017-06-12,1,97.985,4,2017-06-13,5700.054537
2041,Ford,Ka,29_23,2018,5,Gelb,2007,Hatchback,70000,1.3L,Manual,Petrol,595,5,3,Alternator Failing,0,19,2018-05-19,1,51.9,2,2018-05-19,560.7800865
21768,Ford,Mondeo,29_27,2018,8,Silver,2008,Hatchback,96000,2.0L,Manual,Diesel,2988,5,5,Transmission Issue,1,14,2018-08-14,1,88.964,4,2018-08-15,2844.969525
15782,Ford,Tourneo Custom,29_35,2018,6,White,2016,Minibus,19000,2.0L,Manual,Diesel,22794,9,5,Windscreen Crack,0,8,2018-06-08,1,33.6764,1,2018-06-08,21657.05424
24626,Fiat,500C,28_3,2018,4,Red,2011,Convertible,22000,1.2L,Manual,Petrol,4990,4,2,Brake Pads Worn,0,14,2018-04-14,1,42.495,2,2018-04-14,4734.673908
12139,Ford,EcoSport,29_4,2018,5,White,2017,SUV,10000,1.0L,Manual,Petrol,12750,5,5,Sensor Malfunction,0,24,2018-05-24,1,697.5,3,2018-05-24,12115.8053
51848,Ford,B-Max,29_1,2018,5,Gelb,2012,MPV,69000,1.6L,Automatic,Petrol,5695,5,5,Engine Issue,1,11,2018-05-11,1,1299,8,2018-05-13,5413.29484
36806,Ford,Mondeo,29_27,2018,6,Grey,2014,Hatchback,102986,2.0L,Manual,Diesel,6195,5,5,Alternator Failing,0,9,2018-06-09,1,163.9,2,2018-06-09,5890.158789
12199,Honda,Jazz,34_11,2018,8,Black,2016,Hatchback,12997,1.3L,Automatic,Petrol,13000,5,5,Gear Box Issue,0,3,2018-08-03,1,170,2,2018-08-03,12353.02402
965,Citroen,C3 Aircross,18_9,2018,8,Grey,2018,SUV,10,1.2L,Manual,Petrol,13490,5,5,Excessive Emissions,0,25,2018-08-25,2,52.141,2,2018-08-25,12820.23174
7648,Ford,EcoSport,29_4,2018,8,Black,2014,SUV,21625,1.0L,Manual,Petrol,8995,5,5,Alternator Failing,0,13,2018-08-13,1,-219.9,2,2018-08-13,8538.762606
9280,Ford,Focus,29_14,2018,7,Red,2017,Hatchback,17081,1.0L,Manual,Petrol,11599,5,5,Transmission Issue,2,23,2018-07-23,1,141.193,3,2018-07-23,11023.82909
42194,Ford,Focus,29_14,2018,5,Gelb,2016,Hatchback,46094,1.5L,Manual,Diesel,10789,5,5,Engine Issue,3,15,2018-05-15,1,1318.9,12,2018-05-18,10248.34159
22207,Ford,C-Max,29_2,2018,5,Black,2016,MPV,16474,1.6L,Manual,Petrol,10350,5,5,Radiator Leaking,0,8,2018-05-08,1,247,2,2018-05-08,9831.78382
36190,Ford,Ka,29_23,2018,5,Gelb,2008,Hatchback,74000,1.3L,Manual,Petrol,980,5,3,Tyre Alignment,0,16,2018-05-16,1,-41.99606464,36.66570115,2018-05-25,929.9074135
28978,Dacia,Sandero Stepway,22_4,2018,6,Red,2017,Hatchback,12905,1.5L,Manual,Diesel,8000,5,5,Radiator Leaking,0,9,2018-06-09,1,200,2,2018-06-09,7598.971095
50567,Ford,Mondeo,29_27,2018,2,White,2016,Hatchback,39353,2.0L,Manual,Diesel,13999,5,5,Brake Pads Worn,0,12,2018-02-12,1,46.9995,2,2018-02-12,13295.67283
